Gene	Direction
NUP155	CTL
NUP188	CTL
NUP50	CTL
NUPR1	CTL
NUPR2	CTL
NUTF2	CTL
NXN	CTL
NXPE3	CTL
NXPH3	CTL
NYNRIN	CTL
OAZ2	CTL
OBSCN	CTL
OCA2	CTL
OCEL1	CTL
OCIAD2	CTL
OGDHL	CTL
OGFOD2	CTL
OLR1	CTL
OPHN1	CTL
OPRD1	CTL
OPRK1	CTL
OPRM1	CTL
OR14I1	CTL
ORC2	CTL
ORC4	CTL
ORMDL3	CTL
OSBP2	CTL
OSBPL10	CTL
OSBPL1A	CTL
OSBPL6	CTL
OSBPL8	CTL
OSGEPL1	CTL
OSR1	CTL
OST4	CTL
OSTF1	CTL
OTOF	CTL
OTOGL	CTL
OTUB2	CTL
OXA1L	CTL
OXCT1	CTL
OXCT2	CTL
OXNAD1	CTL
P2RX5	CTL
P2RY12	CTL
P4HTM	CTL
PABPC1L	CTL
PACRG	CTL
PACSIN3	CTL
PAFAH1B2	CTL
PAIP1	CTL
PALB2	CTL
PALD1	CTL
PALM	CTL
PALM3	CTL
PALMD	CTL
PAMR1	CTL
PANK1	CTL
PANK3	CTL
PANK4	CTL
PANX2	CTL
PAPD7	CTL
PAPOLG	CTL
PAPPA2	CTL
PAQR9	CTL
PARD3	CTL
PARD6B	CTL
PARM1	CTL
PARP2	CTL
PARP3	CTL
PAX6	CTL
PBXIP1	CTL
PCBP1	CTL
PCDH10	CTL
PCDH12	CTL
PCDH15	CTL
PCDH19	CTL
PCDH20	CTL
PCDH7	CTL
PCDHGA9	CTL
PCDHGC3	CTL
PCED1B	CTL
PCGF2	CTL
PCIF1	CTL
PCNA	CTL
PCSK1	CTL
PCSK5	CTL
PCYT1B	CTL
PDCD6IP	CTL
PDE11A	CTL
PDE1A	CTL
PDE2A	CTL
PDE4A	CTL
PDE7B	CTL
PDGFB	CTL
PDGFC	CTL
PDGFRA	CTL
PDIK1L	CTL
PDK1	CTL
PDLIM3	CTL
PDLIM5	CTL
PDS5B	CTL
PDZD8	CTL
PEA15	CTL
PEG10	CTL
PEG3	CTL
PELI1	CTL
PELI3	CTL
PENK	CTL
PEX10	CTL
PEX19	CTL
PFAS	CTL
PFDN6	CTL
PFKL	CTL
PGAP1	CTL
PGBD1	CTL
PGBD5	CTL
PGD	CTL
PGM2L1	CTL
PGRMC1	CTL
PHACTR3	CTL
PHAX	CTL
PHEX	CTL
PHF10	CTL
PHF6	CTL
PHF8	CTL
PHIP	CTL
PHKA2	CTL
PHKG2	CTL
PHOSPHO1	CTL
PHPT1	CTL
PHYH	CTL
PI4K2A	CTL
PI4K2B	CTL
PI4KB	CTL
PIAS2	CTL
PIAS4	CTL
PICK1	CTL
PIF1	CTL
PIGF	CTL
PIGK	CTL
PIK3AP1	CTL
PIK3C2G	CTL
PIK3C3	CTL
PIK3CA	CTL
PIK3CB	CTL
PIK3CG	CTL
PIK3R1	CTL
PIK3R3	CTL
PIK3R4	CTL
PIM1	CTL
PIM2	CTL
PIM3	CTL
PINX1	CTL
PIP4K2C	CTL
PIRT	CTL
PITPNA	CTL
PITPNM3	CTL
PKD1	CTL
PKIA	CTL
PKIB	CTL
PKP1	CTL
PLA2G12A	CTL
PLA2G6	CTL
PLA2G7	CTL
PLAC9	CTL
PLAGL1	CTL
PLAGL2	CTL
PLB1	CTL
PLCB1	CTL
PLCB3	CTL
PLCB4	CTL
PLCD3	CTL
PLCH1	CTL
PLCH2	CTL
PLD6	CTL
PLEKHG4B	CTL
PLEKHM2	CTL
PLK5	CTL
PLPP4	CTL
PLPP7	CTL
PLPPR1	CTL
PLPPR2	CTL
PLPPR3	CTL
PLPPR4	CTL
PLS1	CTL
PLSCR4	CTL
PLTP	CTL
PLXDC1	CTL
PLXNA1	CTL
PLXNA3	CTL
PLXNC1	CTL
PMEPA1	CTL
PMVK	CTL
PNCK	CTL
PNKD	CTL
PNMA5	CTL
PNMT	CTL
PNPLA3	CTL
PNPLA4	CTL
PNPLA5	CTL
POGK	CTL
POGLUT1	CTL
POLB	CTL
POLE4	CTL
POLI	CTL
POLR2G	CTL
POLR3D	CTL
POLR3F	CTL
POPDC3	CTL
POR	CTL
POSTN	CTL
POU3F2	CTL
POU6F2	CTL
PPA1	CTL
PPA2	CTL
PPARD	CTL
PPARGC1B	CTL
PPFIA4	CTL
PPHLN1	CTL
PPIG	CTL
PPIP5K2	CTL
PPL	CTL
PPM1A	CTL
PPM1D	CTL
PPM1H	CTL
PPM1L	CTL
PPM1M	CTL
PPP1R15B	CTL
PPP1R16B	CTL
PPP1R26	CTL
PPP1R3E	CTL
PPP1R9B	CTL
PPP2R2B	CTL
PPP2R2D	CTL
PPP3CA	CTL
PPP3CC	CTL
PPP3R2	CTL
PPP4R4	CTL
PPT1	CTL
PPTC7	CTL
PRC1	CTL
PRDM1	CTL
PRDM11	CTL
PRDM2	CTL
PRDX1	CTL
PRDX4	CTL
PREP	CTL
PRKAA2	CTL
PRKAB1	CTL
PRKAG2	CTL
PRKCD	CTL
PRKCG	CTL
PRKD3	CTL
PRKG1	CTL
PRKG2	CTL
PRLR	CTL
PRMT2	CTL
PRMT6	CTL
PRMT7	CTL
PRMT9	CTL
PROKR2	CTL
PROSC	CTL
PRPF19	CTL
PRPF6	CTL
PRPF8	CTL
PRPS2	CTL
PRR11	CTL
PRR29	CTL
PRR3	CTL
PRR5	CTL
PRR7	CTL
PRRG3	CTL
PRSS35	CTL
PSAP	CTL
PSAT1	CTL
PSD	CTL
PSD3	CTL
PSENEN	CTL
PSMB10	CTL
PSMD12	CTL
PSMD14	CTL
PSMD3	CTL
PSMD5	CTL
PSMG3	CTL
PTBP3	CTL
PTCD1	CTL
PTCHD1	CTL
PTER	CTL
PTGER3	CTL
PTGER4	CTL
PTGFR	CTL
PTGS1	CTL
PTH2R	CTL
PTHLH	CTL
PTN	CTL
PTPN5	CTL
PTPRA	CTL
PTPRD	CTL
PTPRH	CTL
PTPRZ1	CTL
PTRHD1	CTL
PURB	CTL
PURG	CTL
PVALB	CTL
PXMP4	CTL
PXYLP1	CTL
PYCR1	CTL
PYCRL	CTL
PYGL	CTL
PYM1	CTL
QPCT	CTL
R3HDM4	CTL
RAB11FIP1	CTL
RAB11FIP2	CTL
RAB11FIP5	CTL
RAB23	CTL
RAB27B	CTL
RAB28	CTL
RAB29	CTL
RAB31	CTL
RAB36	CTL
RAB37	CTL
RAB39A	CTL
RAB3IL1	CTL
RAB40B	CTL
RAB4B	CTL
RAB5A	CTL
RAB8B	CTL
RAC3	CTL
RAD50	CTL
RAD54B	CTL
RAI1	CTL
RAI2	CTL
RALB	CTL
RALY	CTL
RAN	CTL
RANBP1	CTL
RANBP2	CTL
RANBP3L	CTL
RANBP6	CTL
RAP1B	CTL
RAP1GAP	CTL
RAP1GAP2	CTL
RAP2B	CTL
RAPGEF1	CTL
RAPGEF5	CTL
RAPGEF6	CTL
RAPH1	CTL
RARA	CTL
RARB	CTL
RASA3	CTL
RASAL1	CTL
RASAL3	CTL
RASD2	CTL
RASGEF1C	CTL
RAVER2	CTL
RBBP4	CTL
RBBP5	CTL
RBBP8	CTL
RBFOX3	CTL
RBM41	CTL
RBP4	CTL
RCAN2	CTL
RCC2	CTL
RCN2	CTL
RCN3	CTL
RCOR2	CTL
RCOR3	CTL
REC8	CTL
RELT	CTL
REM2	CTL
REP15	CTL
REPIN1	CTL
REPS1	CTL
RET	CTL
RFC3	CTL
RFK	CTL
RFX3	CTL
RFX5	CTL
RGAG1	CTL
RGMA	CTL
RGPD1	CTL
RGPD2	CTL
RGPD3	CTL
RGPD4	CTL
RGPD5	CTL
RGPD6	CTL
RGPD8	CTL
RGS14	CTL
RGS20	CTL
RGS22	CTL
RGS6	CTL
RGS8	CTL
RHOA	CTL
RHOC	CTL
RIC8A	CTL
RICTOR	CTL
RIF1	CTL
RIIAD1	CTL
RILP	CTL
RILPL1	CTL
RILPL2	CTL
RIMBP2	CTL
RIMS3	CTL
RING1	CTL
RIPK2	CTL
RIPPLY2	CTL
RIT2	CTL
RMDN2	CTL
RMND5A	CTL
RNASET2	CTL
RNF11	CTL
RNF111	CTL
RNF113A	CTL
RNF130	CTL
RNF133	CTL
RNF144A	CTL
RNF148	CTL
RNF150	CTL
RNF157	CTL
RNF168	CTL
RNF214	CTL
RNF220	CTL
RNF26	CTL
RNF32	CTL
RNF4	CTL
RNF7	CTL
RNF8	CTL
RNLS	CTL
ROBO1	CTL
ROBO2	CTL
RORA	CTL
RORB	CTL
ROS1	CTL
RP11-195F19.5	CTL
RP11-298A10.1	CTL
RP11-327P2.7	CTL
RP11-766F14.2	CTL
RPA1	CTL
RPF1	CTL
RPL12	CTL
RPL27A	CTL
RPL35	CTL
RPL36	CTL
RPL37A	CTL
RPL41	CTL
RPP25	CTL
RPRML	CTL
RPS10	CTL
RPS18	CTL
RPS20	CTL
RPS6KA3	CTL
RPS6KA6	CTL
RPUSD2	CTL
RPUSD4	CTL
RRAGA	CTL
RRAGB	CTL
RRAS2	CTL
RREB1	CTL
RRM2B	CTL
RRNAD1	CTL
RRP7A	CTL
RRS1	CTL
RSBN1	CTL
RSBN1L	CTL
RSG1	CTL
RSPH4A	CTL
RSPH9	CTL
RSPO2	CTL
RSPO3	CTL
RSRC1	CTL
RSU1	CTL
RTBDN	CTL
RTKN2	CTL
RTN4IP1	CTL
RTN4RL2	CTL
RTP1	CTL
RUBCNL	CTL
RWDD1	CTL
RWDD2B	CTL
RXFP3	CTL
RXRB	CTL
RXRG	CTL
RYR1	CTL
RYR3	CTL
S100A16	CTL
S100PBP	CTL
SACS	CTL
SAMD15	CTL
SAMD3	CTL
SAMD4A	CTL
SAP30L	CTL
SARAF	CTL
SARS	CTL
SATB1	CTL
SBF1	CTL
SBF2	CTL
SCAMP1	CTL
SCAPER	CTL
SCARA5	CTL
SCD5	CTL
SCFD1	CTL
SCLY	CTL
SCML4	CTL
SCN1A	CTL
SCN1B	CTL
SCN3A	CTL
SCN7A	CTL
SCN9A	CTL
SCOC	CTL
SCPEP1	CTL
SCRG1	CTL
SCRT1	CTL
SCRT2	CTL
SCUBE2	CTL
SCUBE3	CTL
SDC1	CTL
SDC3	CTL
SDHA	CTL
SDHC	CTL
SDK2	CTL
SDR16C5	CTL
SDSL	CTL
SEC14L5	CTL
SEC31A	CTL
SEC61A2	CTL
SEC63	CTL
SECISBP2	CTL
SELENBP1	CTL
SEMA3D	CTL
SEMA3F	CTL
SEMA4A	CTL
SEMA4C	CTL
SEMA5A	CTL
SEMA6B	CTL
SEMA6D	CTL
SEMA7A	CTL
11-Sep	CTL
5-Sep	CTL
6-Sep	CTL
8-Sep	CTL
SEPW1	CTL
SERP1	CTL
SERPINB9	CTL
SERPINI2	CTL
SERTAD4	CTL
SERTM1	CTL
SESN2	CTL
SESN3	CTL
SESTD1	CTL
SETD7	CTL
SETDB1	CTL
SF3A1	CTL
SF3A3	CTL
SF3B1	CTL
SFMBT2	CTL
SGCD	CTL
SGCG	CTL
SGO2	CTL
SH3BGR	CTL
SH3BGRL3	CTL
SH3GLB1	CTL
SH3KBP1	CTL
SH3RF1	CTL
SH3RF2	CTL
SHANK1	CTL
SHANK2	CTL
SHC2	CTL
SHD	CTL
SHISA7	CTL
SHISA9	CTL
SHROOM2	CTL
SIAE	CTL
SIDT1	CTL
SIL1	CTL
SIN3B	CTL
SIRT4	CTL
SIX4	CTL
SIX5	CTL
SKAP2	CTL
SKIDA1	CTL
SLA	CTL
SLC10A5	CTL
SLC12A6	CTL
SLC15A2	CTL
SLC16A2	CTL
SLC16A6	CTL
SLC16A7	CTL
SLC16A8	CTL
SLC17A6	CTL
SLC17A8	CTL
SLC19A1	CTL
SLC19A2	CTL
SLC20A1	CTL
SLC22A23	CTL
SLC22A3	CTL
SLC24A2	CTL
SLC24A4	CTL
SLC25A1	CTL
SLC25A12	CTL
SLC25A22	CTL
SLC25A25	CTL
SLC25A3	CTL
SLC25A32	CTL
SLC25A36	CTL
SLC25A37	CTL
SLC25A4	CTL
SLC25A5	CTL
SLC26A1	CTL
SLC26A11	CTL
SLC26A4	CTL
SLC27A3	CTL
SLC29A1	CTL
SLC29A3	CTL
SLC2A10	CTL
SLC2A12	CTL
SLC2A4	CTL
SLC2A4RG	CTL
SLC2A5	CTL
SLC30A4	CTL
SLC35A4	CTL
SLC35B4	CTL
SLC35D1	CTL
SLC35E4	CTL
SLC35F2	CTL
SLC36A1	CTL
SLC38A1	CTL
SLC38A11	CTL
SLC38A2	CTL
SLC39A10	CTL
SLC39A13	CTL
SLC39A14	CTL
SLC39A6	CTL
SLC39A8	CTL
SLC40A1	CTL
SLC41A2	CTL
SLC43A2	CTL
SLC44A5	CTL
SLC45A4	CTL
SLC4A3	CTL
SLC4A4	CTL
SLC4A8	CTL
SLC7A11	CTL
SLC7A3	CTL
SLC7A4	CTL
SLC7A6	CTL
SLC8A1	CTL
SLC9A7	CTL
SLC9B2	CTL
SLCO4C1	CTL
SLIT1	CTL
SLIT3	CTL
SLITRK2	CTL
SLITRK3	CTL
SLN	CTL
SLU7	CTL
SMAD3	CTL
SMAD7	CTL
SMARCD2	CTL
SMC2	CTL
SMCHD1	CTL
SMCO4	CTL
SMCR8	CTL
SMG9	CTL
SMIM10	CTL
SMIM10L2A	CTL
SMIM10L2B	CTL
SMIM13	CTL
SMIM17	CTL
SMPD1	CTL
SMPD2	CTL
SNAI2	CTL
SNAP25	CTL
SNAP29	CTL
SNCA	CTL
SNCB	CTL
SNN	CTL
SNRK	CTL
SNRNP200	CTL
SNRNP27	CTL
SNRNP35	CTL
SNRPB	CTL
SNTA1	CTL
SNW1	CTL
SNX2	CTL
SNX3	CTL
SNX7	CTL
SNX8	CTL
SNX9	CTL
SOCS5	CTL
SOHLH1	CTL
SORL1	CTL
SORT1	CTL
SOS1	CTL
SOWAHA	CTL
SOX11	CTL
SOX2	CTL
SOX5	CTL
SPACA9	CTL
SPAG1	CTL
SPAG4	CTL
SPAG6	CTL
SPARC	CTL
SPATA18	CTL
SPATA2	CTL
SPHK2	CTL
SPHKAP	CTL
SPICE1	CTL
SPIRE1	CTL
SPNS2	CTL
SPON2	CTL
SPRED1	CTL
SPRY1	CTL
SPRYD4	CTL
SPSB3	CTL
SPTBN1	CTL
SPTSSB	CTL
SQLE	CTL
SRA1	CTL
SRGAP1	CTL
SRGAP2B	CTL
SRP14	CTL
SRP68	CTL
SRP9	CTL
SRPK1	CTL
SRPRA	CTL
SRRM3	CTL
SRSF11	CTL
SRSF8	CTL
SRXN1	CTL
SSH3	CTL
SST	CTL
SSTR1	CTL
SSTR3	CTL
SSX2IP	CTL
ST3GAL5	CTL
ST5	CTL
ST6GAL1	CTL
ST6GALNAC5	CTL
ST6GALNAC6	CTL
ST8SIA2	CTL
STAC	CTL
STAC2	CTL
STAG1	CTL
STAMBPL1	CTL
STARD10	CTL
STARD3NL	CTL
STARD5	CTL
STAT4	CTL
STAU2	CTL
STBD1	CTL
STC2	CTL
STIM1	CTL
STK10	CTL
STK11	CTL
STK16	CTL
STK25	CTL
STK26	CTL
STK32B	CTL
STK38	CTL
STK38L	CTL
STOM	CTL
STON2	CTL
STPG1	CTL
STRADA	CTL
STRADB	CTL
STRC	CTL
STS	CTL
STUM	CTL
STX12	CTL
STX1B	CTL
STX2	CTL
STX5	CTL
STX6	CTL
STX8	CTL
STXBP5L	CTL
STXBP6	CTL
STYK1	CTL
STYXL1	CTL
SUB1	CTL
SUCLA2	CTL
SUCO	CTL
SUFU	CTL
SUMF2	CTL
SUMO3	CTL
SUPT16H	CTL
SUPT7L	CTL
SUPV3L1	CTL
SUSD5	CTL
SV2C	CTL
SVOP	CTL
SYCP2	CTL
SYN2	CTL
SYN3	CTL
SYNC	CTL
SYNCRIP	CTL
SYNPO	CTL
SYT10	CTL
SYT12	CTL
SYT17	CTL
SYT2	CTL
SYTL5	CTL
SZT2	CTL
TAB2	CTL
TACC3	CTL
TACR1	CTL
TACR2	CTL
TADA2A	CTL
TADA2B	CTL
TAF2	CTL
TAF4B	CTL
TAF5	CTL
TAF5L	CTL
TAF7L	CTL
TAF9B	CTL
TANK	CTL
TAOK1	CTL
TARDBP	CTL
TAS2R19	CTL
TBC1D13	CTL
TBC1D14	CTL
TBC1D16	CTL
TBC1D24	CTL
TBC1D4	CTL
TBC1D8	CTL
TBCA	CTL
TBCC	CTL
TBCE	CTL
TBR1	CTL
TCAF2	CTL
TCEA3	CTL
TCF7	CTL
TCF7L2	CTL
TCHH	CTL
TCOF1	CTL
TCTA	CTL
TDP2	CTL
TDRD1	CTL
TDRD5	CTL
TDRD6	CTL
TEK	CTL
TEKT2	CTL
TENM1	CTL
TENM2	CTL
TERF1	CTL
TET3	CTL
TEX15	CTL
TEX9	CTL
TFAM	CTL
TFDP2	CTL
TFIP11	CTL
TFPT	CTL
TGFB1	CTL
TGFBI	CTL
TGFBRAP1	CTL
THAP10	CTL
THEM4	CTL
THEM6	CTL
THEMIS	CTL
THG1L	CTL
THOC5	CTL
THPO	CTL
THRA	CTL
THYN1	CTL
TIAL1	CTL
TIAM1	CTL
TIAM2	CTL
TICAM1	CTL
TICAM2	CTL
TIFA	CTL
TIGD3	CTL
TIGD5	CTL
TIMM10	CTL
TIMP2	CTL
TIMP4	CTL
TINCR	CTL
TKFC	CTL
TLE2	CTL
TLK1	CTL
TLL1	CTL
TLR10	CTL
TM7SF2	CTL
TMC1	CTL
TMC2	CTL
TMCO1	CTL
TMED1	CTL
TMEFF1	CTL
TMEFF2	CTL
TMEM100	CTL
TMEM109	CTL
TMEM116	CTL
TMEM120A	CTL
TMEM127	CTL
TMEM128	CTL
TMEM130	CTL
TMEM132E	CTL
TMEM14C	CTL
TMEM150C	CTL
TMEM158	CTL
TMEM170A	CTL
TMEM176A	CTL
TMEM176B	CTL
TMEM177	CTL
TMEM181	CTL
TMEM184C	CTL
TMEM196	CTL
TMEM2	CTL
TMEM200A	CTL
TMEM200B	CTL
TMEM219	CTL
TMEM230	CTL
TMEM25	CTL
TMEM255A	CTL
TMEM256	CTL
TMEM257	CTL
TMEM263	CTL
TMEM266	CTL
TMEM268	CTL
TMEM38A	CTL
TMEM47	CTL
TMEM55A	CTL
TMEM56-RWDD3	CTL
TMEM57	CTL
TMEM65	CTL
TMEM81	CTL
TMEM87B	CTL
TMF1	CTL
TMOD1	CTL
TMOD3	CTL
TMPPE	CTL
TMSB10	CTL
TMSB4X	CTL
TMTC1	CTL
TMTC4	CTL
TNFAIP1	CTL
TNFRSF14	CTL
TNFSF9	CTL
TNIP1	CTL
TNK1	CTL
TNKS2	CTL
TNN	CTL
TNNI3K	CTL
TNNT1	CTL
TNR	CTL
TOM1	CTL
TOM1L1	CTL
TOMM40	CTL
TOP1	CTL
TOP3B	CTL
TOPORS-AS1	CTL
TOR1AIP2	CTL
TOX2	CTL
TOX3	CTL
TPGS2	CTL
TPH2	CTL
TPM3	CTL
TPP2	CTL
TPRG1	CTL
TRABD2A	CTL
TRAF2	CTL
TRAF7	CTL
TRANK1	CTL
TRAPPC12	CTL
TRAPPC5	CTL
TRAPPC6A	CTL
TRERF1	CTL
TRIAP1	CTL
TRIM22	CTL
TRIM23	CTL
TRIM24	CTL
TRIM25	CTL
TRIM27	CTL
TRIM28	CTL
TRIM32	CTL
TRIM34	CTL
TRIM35	CTL
TRIM36	CTL
TRIM37	CTL
TRIM44	CTL
TRIM7	CTL
TRIM71	CTL
TRIM72	CTL
TRIP11	CTL
TRIP13	CTL
TRMO	CTL
TRMT2B	CTL
TRPC3	CTL
TRPC4	CTL
TRPC6	CTL
TRPM3	CTL
TRPS1	CTL
TSC22D1	CTL
TSC22D3	CTL
TSEN34	CTL
TSHZ1	CTL
TSHZ3	CTL
TSNARE1	CTL
TSPAN18	CTL
TSPAN2	CTL
TSPAN4	CTL
TSPAN6	CTL
TSPYL5	CTL
TSR1	CTL
TTBK2	CTL
TTC13	CTL
TTC22	CTL
TTC26	CTL
TTC29	CTL
TTC39A	CTL
TTC39B	CTL
TTC39C	CTL
TTC6	CTL
TTC7B	CTL
TTI1	CTL
TTLL6	CTL
TTLL9	CTL
TTN	CTL
TTYH1	CTL
TUB	CTL
TUBA1A	CTL
TUBA8	CTL
TUBB	CTL
TUBB2A	CTL
TUBB2B	CTL
TUBD1	CTL
TUBE1	CTL
TUBGCP3	CTL
TXLNG	CTL
TXN	CTL
TXNL4A	CTL
TXNRD2	CTL
TXNRD3	CTL
TYW3	CTL
UBA52	CTL
UBAP1	CTL
UBAP2	CTL
UBE2A	CTL
UBE2D2	CTL
UBE2QL1	CTL
UBE2S	CTL
UBE3A	CTL
UBE3B	CTL
UBE4A	CTL
UBL3	CTL
UBL4A	CTL
UBL5	CTL
UBL7	CTL
UBN1	CTL
UBP1	CTL
UBXN10	CTL
UBXN8	CTL
UCHL1	CTL
UCHL5	CTL
UGCG	CTL
UHMK1	CTL
UHRF1BP1	CTL
UHRF1BP1L	CTL
UNC13B	CTL
UPF2	CTL
UPP1	CTL
UQCRB	CTL
URB2	CTL
URI1	CTL
URM1	CTL
USF1	CTL
USF2	CTL
USF3	CTL
USO1	CTL
USP1	CTL
USP12	CTL
USP13	CTL
USP14	CTL
USP15	CTL
USP19	CTL
USP2	CTL
USP24	CTL
USP28	CTL
USP33	CTL
USP42	CTL
USP44	CTL
USP45	CTL
USP46	CTL
UST	CTL
UVRAG	CTL
UXS1	CTL
VAMP1	CTL
VAMP5	CTL
VANGL2	CTL
VAPB	CTL
VAT1	CTL
VAT1L	CTL
VAV1	CTL
VAV3	CTL
VBP1	CTL
VCPIP1	CTL
VDAC2	CTL
VHL	CTL
VIM	CTL
VIPR2	CTL
VIT	CTL
VPS11	CTL
VPS29	CTL
VPS36	CTL
VPS37B	CTL
VPS37C	CTL
VPS37D	CTL
VPS52	CTL
VSTM2A	CTL
VSTM2B	CTL
VSTM2L	CTL
VSTM5	CTL
VTI1B	CTL
VWA5A	CTL
VWC2	CTL
WBP1	CTL
WDFY4	CTL
WDR12	CTL
WDR13	CTL
WDR17	CTL
WDR19	CTL
WDR31	CTL
WDR33	CTL
WDR44	CTL
WDR55	CTL
WDR6	CTL
WDR61	CTL
WDR66	CTL
WDR74	CTL
WDR75	CTL
WDR76	CTL
WDR81	CTL
WDYHV1	CTL
WFDC1	CTL
WFDC2	CTL
WHRN	CTL
WIF1	CTL
WLS	CTL
WNT10B	CTL
WNT16	CTL
WNT2	CTL
WNT3	CTL
WNT7B	CTL
WNT9A	CTL
WNT9B	CTL
WRAP73	CTL
WRB	CTL
WSCD2	CTL
WTIP	CTL
WWC1	CTL
XBP1	CTL
XKR4	CTL
XKR6	CTL
XKR8	CTL
XPO6	CTL
XYLT1	CTL
XYLT2	CTL
YES1	CTL
YIF1B	CTL
YJEFN3	CTL
YKT6	CTL
YOD1	CTL
YPEL1	CTL
YWHAH	CTL
YWHAZ	CTL
ZADH2	CTL
ZBED9	CTL
ZBTB11	CTL
ZBTB12	CTL
ZBTB16	CTL
ZBTB21	CTL
ZBTB26	CTL
ZBTB34	CTL
ZBTB38	CTL
ZBTB4	CTL
ZBTB43	CTL
ZBTB46	CTL
ZBTB5	CTL
ZBTB7A	CTL
ZBTB7C	CTL
ZBTB8B	CTL
ZC2HC1A	CTL
ZC2HC1C	CTL
ZC3H10	CTL
ZC3H14	CTL
ZC3H6	CTL
ZC3H7B	CTL
ZC3HAV1	CTL
ZC3HC1	CTL
ZCCHC12	CTL
ZCCHC17	CTL
ZCCHC3	CTL
ZCCHC6	CTL
ZDHHC1	CTL
ZDHHC12	CTL
ZDHHC14	CTL
ZDHHC17	CTL
ZDHHC5	CTL
ZDHHC6	CTL
ZDHHC7	CTL
ZFAND3	CTL
ZFAT	CTL
ZFHX3	CTL
ZFP14	CTL
ZFP28	CTL
ZFP64	CTL
ZFP69	CTL
ZFP90	CTL
ZFP91	CTL
ZFY	CTL
ZFYVE19	CTL
ZFYVE27	CTL
ZFYVE28	CTL
ZIC4	CTL
ZKSCAN4	CTL
ZKSCAN5	CTL
ZKSCAN7	CTL
ZMAT1	CTL
ZMAT4	CTL
ZMYM1	CTL
ZMYM4	CTL
ZMYND15	CTL
ZNF12	CTL
ZNF136	CTL
ZNF148	CTL
ZNF154	CTL
ZNF16	CTL
ZNF165	CTL
ZNF182	CTL
ZNF185	CTL
ZNF19	CTL
ZNF2	CTL
ZNF219	CTL
ZNF221	CTL
ZNF230	CTL
ZNF232	CTL
ZNF25	CTL
ZNF256	CTL
ZNF267	CTL
ZNF268	CTL
ZNF280C	CTL
ZNF281	CTL
ZNF282	CTL
ZNF284	CTL
ZNF285	CTL
ZNF287	CTL
ZNF3	CTL
ZNF304	CTL
ZNF324	CTL
ZNF324B	CTL
ZNF33A	CTL
ZNF34	CTL
ZNF350	CTL
ZNF354C	CTL
ZNF358	CTL
ZNF362	CTL
ZNF365	CTL
ZNF385A	CTL
ZNF385D	CTL
ZNF398	CTL
ZNF41	CTL
ZNF436	CTL
ZNF444	CTL
ZNF446	CTL
ZNF467	CTL
ZNF471	CTL
ZNF48	CTL
ZNF484	CTL
ZNF487	CTL
ZNF502	CTL
ZNF507	CTL
ZNF510	CTL
ZNF512B	CTL
ZNF516	CTL
ZNF524	CTL
ZNF528	CTL
ZNF555	CTL
ZNF557	CTL
ZNF559	CTL
ZNF571	CTL
ZNF574	CTL
ZNF597	CTL
ZNF620	CTL
ZNF625	CTL
ZNF626	CTL
ZNF629	CTL
ZNF641	CTL
ZNF646	CTL
ZNF662	CTL
ZNF687	CTL
ZNF69	CTL
ZNF696	CTL
ZNF7	CTL
ZNF706	CTL
ZNF727	CTL
ZNF728	CTL
ZNF730	CTL
ZNF737	CTL
ZNF740	CTL
ZNF775	CTL
ZNF782	CTL
ZNF786	CTL
ZNF787	CTL
ZNF791	CTL
ZNF792	CTL
ZNF805	CTL
ZNF813	CTL
ZNF827	CTL
ZNF831	CTL
ZNF835	CTL
ZNF844	CTL
ZNF852	CTL
ZNF853	CTL
ZNF99	CTL
ZNFX1	CTL
ZNRF2	CTL
ZRANB1	CTL
ZSCAN12	CTL
ZSCAN18	CTL
ZSCAN20	CTL
ZSCAN29	CTL
ZSCAN30	CTL
ZSCAN9	CTL
ZSWIM1	CTL
ZSWIM3	CTL
ZSWIM4	CTL
ZYX	CTL
ZZEF1	CTL
